object_id,zone_orig,zone_gzt,zone_desc
133,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
134,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
135,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
136,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
137,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
138,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
139,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
140,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
141,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
142,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
143,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
144,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
145,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
146,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
147,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
148,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
149,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
150,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
151,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
152,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
153,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
154,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
155,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
156,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
157,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
158,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
159,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
160,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
161,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
162,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
163,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
164,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
165,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
166,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
167,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
168,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
169,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
170,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
171,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
172,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
173,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
174,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
175,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
176,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
177,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
178,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
179,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
180,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
181,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
182,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
183,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
184,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
185,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
186,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
187,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
188,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
189,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
190,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
191,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
192,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
193,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
194,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
195,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
196,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
197,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
198,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
199,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
200,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
201,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
202,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
203,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
204,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
205,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
206,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
207,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
208,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
209,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
210,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
211,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
212,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
213,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
214,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
215,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
216,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
217,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
218,Zone Z3: Neighbourhood centres,M3,To provide for and improve neighbourhood facilities.
219,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
220,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
221,Zone Z6: Employment/Enterprise Zones,C2.1,To provide for the creation and protection of enterprise and facilitate opportunities for employment creation.
